user_id,partner_id,convo_id,pre_affect,pre_arousal,begin_affect,middle_affect,affect,arousal,overall_affect,end_affect,worst_affect,how_enjoyable,i_like_you,you_like_me,sex,politics,race,edu,employ,age,shared_reality,my_loneliness,your_loneliness
5e790129bd76c94a7b3aa7b6,5c82a8cdfff8430015e9942f,7c9458fd-c9f2-4b05-956c-33cd6c506d72,7,7,6,9,9,9,9,9,6,9,7,5,female,4,black_or_african_american,masters_degree,1,59,4.25,1.666666667,1
5c3630c83ce2c8000111b504,5ee69bf1ebbfd2420a065289,05e45b17-5feb-4a07-9562-cdba59cd8f00,8,7,7,9,8,8,9,9,7,9,7,7,female,4,white,masters_degree,1,62,1.375,1,1
5ee69bf1ebbfd2420a065289,5c3630c83ce2c8000111b504,05e45b17-5feb-4a07-9562-cdba59cd8f00,7,6,4,8,7,7,7,7,4,7,7,6,male,4,white,bachelors_degree,1,24,5.625,1.666666667,1.333333333
5aea85ab831584000180a1f6,5ee2b44f470fa7446a470c8d,35c172b6-0833-4c9e-ba7d-76e328bd943f,7,2,7,8,9,8,9,6,3,8,7,5,male,4,white,masters_degree,1,32,5.25,1.333333333,2
5ee2b44f470fa7446a470c8d,5aea85ab831584000180a1f6,35c172b6-0833-4c9e-ba7d-76e328bd943f,7,3,6,5,8,5,5,6,3,5,4,3,female,4,black_or_african_american,some_college,2,19,5.375,2,2
58f0fca0d40252000192f201,5ea4a34e4085724768be21a7,bb7bd0c5-2af0-444f-bec0-ef5683a94669,6,3,7,7,7,4,8,8,6,8,6,4,male,2,white,masters_degree,1,39,5.125,,1
5ea4a34e4085724768be21a7,58f0fca0d40252000192f201,bb7bd0c5-2af0-444f-bec0-ef5683a94669,7,6,8,7,7,6,7,6,6,5,5,3,other_or_prefer_not_to_answer,4,white,some_college,1,22,2.875,,1
57af9cdda169b50001a434e3,5ea714d0ba872d0cc55cdd79,2ef0bddb-04a7-4d0e-8aba-fa7c313e5295,4,3,5,6,9,8,7,8,4,8,6,5,female,2,hispanic_or_latino,masters_degree,1,40,3.5,,1
5ea714d0ba872d0cc55cdd79,57af9cdda169b50001a434e3,2ef0bddb-04a7-4d0e-8aba-fa7c313e5295,5,5,5,6,6,6,6,6,4,6,5,5,female,3,asian,some_college,2,20,4.75,,2
5eb35e715308a1157ae3b853,5f289ddbb09b371e42173fe3,a90c2314-ab8b-4ce9-8af5-ad40ed4f5613,5,5,5,5,5,5,5,5,5,5,4,4,male,4,white,completed_high_school,2,31,1.125,,2.333333333
5f289ddbb09b371e42173fe3,5eb35e715308a1157ae3b853,a90c2314-ab8b-4ce9-8af5-ad40ed4f5613,9,9,9,7,9,9,9,9,8,8,7,6,male,1,white,bachelors_degree,1,30,6.25,,1
5dae16d241fbb6001160ce72,5edacd8bca520571d4c0402f,4aba58d9-49c6-40f2-9c18-2676eebeac58,6,7,7,6,7,7,6,7,6,6,5,5,male,3,asian,masters_degree,1,31,4.75,,1
5edacd8bca520571d4c0402f,5dae16d241fbb6001160ce72,4aba58d9-49c6-40f2-9c18-2676eebeac58,4,4,5,7,7,6,6,6,5,8,6,6,male,3,white,associate_degree,1,20,5.375,,2.333333333
5e01ac85617219d6da5ab31c,5f400d4a51a8cd1011b37455,17f79204-f746-4b86-84da-6e1fd27bf6e8,5,4,5,5,6,6,6,6,4,6,6,6,female,4,white,masters_degree,1,27,5.375,2.666666667,2
5f400d4a51a8cd1011b37455,5e01ac85617219d6da5ab31c,17f79204-f746-4b86-84da-6e1fd27bf6e8,6,6,7,7,7,5,7,7,3,9,7,6,male,4,white,some_college,2,30,4.5,2.666666667,2
5a50fab2f6c517000194760b,5e96d0eefea475161115aba9,5e6434fa-16f7-47e2-b4bd-60b0ec9e7fbc,7,5,8,7,9,7,8,8,7,6,6,6,female,4,white,bachelors_degree,5,63,4.75,1,2
5e96d0eefea475161115aba9,5a50fab2f6c517000194760b,5e6434fa-16f7-47e2-b4bd-60b0ec9e7fbc,5,5,9,9,7,5,9,9,5,9,7,7,male,3,white,some_college,1,30,6.625,1.666666667,1
5cf6231511ba980001e3aa3d,5f49553539747213d0e5f1ae,0a0cf5b9-84f6-4d8d-8001-ec7fd4b7437a,6,3,6,5,5,4,5,5,5,5,6,4,female,6,white,bachelors_degree,1,40,3.75,,1.333333333
5f49553539747213d0e5f1ae,5cf6231511ba980001e3aa3d,0a0cf5b9-84f6-4d8d-8001-ec7fd4b7437a,4,5,8,7,7,6,6,5,4,7,7,5,female,4,white,bachelors_degree,1,24,5.875,1.666666667,1.333333333
5e4a1730c94447480594cea4,5ed9df4296035b58dce21946,c1d3345d-ac5b-40ee-963b-47438f570cc1,6,5,6,6,6,6,6,6,5,5,4,4,female,6,white,bachelors_degree,1,33,4,,2
5ed9df4296035b58dce21946,5e4a1730c94447480594cea4,c1d3345d-ac5b-40ee-963b-47438f570cc1,8,5,7,6,7,2,7,8,6,7,5,5,female,4,asian,some_college,1,24,3.875,,2
5f40844f08e4b91ce5dee945,5f98aeb71f6d0e1cec74defb,797c5a5e-9e42-4ff6-b89d-aeebf4743cf4,6,3,7,6,6,3,6,6,5,6,5,4,female,6,white,some_college,2,28,3,2,1.333333333
5f98aeb71f6d0e1cec74defb,5f40844f08e4b91ce5dee945,797c5a5e-9e42-4ff6-b89d-aeebf4743cf4,6,7,6,7,7,7,8,8,7,8,6,5,male,4,hispanic_or_latino,bachelors_degree,1,22,5,1,1
5706fb93914b7100093b7925,5dd3488e181abc35d131ef34,208392ba-e44a-4d2b-be77-1927ad69bc5e,4,6,5,7,7,5,8,7,6,8,6,6,male,6,white,some_college,7,21,6.375,3,2
5dd3488e181abc35d131ef34,5706fb93914b7100093b7925,208392ba-e44a-4d2b-be77-1927ad69bc5e,7,7,7,7,8,8,8,8,6,8,6,5,male,2,white,bachelors_degree,1,37,4.125,,1
5d81611eb54787000140f73a,5eaad5dcc2e64603e5122442,f8ee642b-46d2-4878-ad70-f03a3596ed58,7,6,6,7,8,8,9,8,6,7,6,5,male,3,white,associate_degree,1,32,5.5,1,2.333333333
5eaad5dcc2e64603e5122442,5d81611eb54787000140f73a,f8ee642b-46d2-4878-ad70-f03a3596ed58,5,4,5,7,8,8,8,8,5,8,7,6,male,4,white,masters_degree,1,34,6.625,,1
5e820a4e26ed71918013d860,5f130f1ced1d352c7cd914dc,6726f6b1-8dad-459b-8b6b-b4d2c4c6f556,8,8,7,8,9,8,9,9,7,9,7,7,male,4,black_or_african_american,some_college,1,56,5.375,,1
5f130f1ced1d352c7cd914dc,5e820a4e26ed71918013d860,6726f6b1-8dad-459b-8b6b-b4d2c4c6f556,7,4,6,7,8,7,8,8,8,9,7,7,female,4,black_or_african_american,bachelors_degree,1,26,5.125,,1
5d98077e74f4a002ea9a8c40,5eebff91bd2957196e75d9c7,bce0bc62-239e-4fdd-b2b8-252a4a6df717,5,5,5,9,9,5,9,9,9,6,7,7,female,3,hispanic_or_latino,bachelors_degree,1,24,2.75,,1
5eebff91bd2957196e75d9c7,5d98077e74f4a002ea9a8c40,bce0bc62-239e-4fdd-b2b8-252a4a6df717,6,5,7,8,9,9,9,9,7,9,7,7,male,4,black_or_african_american,bachelors_degree,1,20,6,,3
5d8cf61c8057a8001b0569be,5ea523b2a7782138712c7e1b,8717c68b-129d-492f-b9d5-fde01d65b3dc,7,7,7,6,7,8,6,8,7,8,6,5,male,6,hispanic_or_latino,bachelors_degree,3,25,5.375,2,2
5ea523b2a7782138712c7e1b,5d8cf61c8057a8001b0569be,8717c68b-129d-492f-b9d5-fde01d65b3dc,5,5,5,7,8,8,8,8,5,9,7,7,female,6,hispanic_or_latino,professional_degree,1,38,5.5,,1.333333333
5e21d253c7fe654b45073bcf,5f6b69d064b69d05a7c7c621,7bfcf19d-17cb-4032-a673-2f4bb7759875,7,5,7,8,9,9,9,9,9,9,7,6,female,2,white,bachelors_degree,1,63,5.5,1,1.333333333
5f6b69d064b69d05a7c7c621,5e21d253c7fe654b45073bcf,7bfcf19d-17cb-4032-a673-2f4bb7759875,8,3,6,9,9,8,8,8,5,9,7,7,female,6,white,bachelors_degree,2,31,4.75,1.666666667,1
5e6cade3d92ffb26677dbd84,5f1b2282a3103e2caff2fd7b,01a4c01c-cf0e-4f37-ab2b-641bb604af30,6,6,7,7,7,7,7,7,6,7,6,5,female,6,asian,bachelors_degree,1,23,5,,1.666666667
5f1b2282a3103e2caff2fd7b,5e6cade3d92ffb26677dbd84,01a4c01c-cf0e-4f37-ab2b-641bb604af30,5,4,5,5,5,6,5,5,5,4,4,4,male,3,white,completed_high_school,7,21,2.625,1,2
5e95eb91a72181035dd053f3,5f6cdde7a8d71310b06e402a,a0245ade-92fe-4e22-9485-4f102adef301,3,3,3,2,3,3,4,3,1,3,3,3,female,6,hispanic_or_latino,some_college,1,22,1.25,,2
5f6cdde7a8d71310b06e402a,5e95eb91a72181035dd053f3,a0245ade-92fe-4e22-9485-4f102adef301,7,7,7,7,8,7,7,7,6,7,6,5,female,4,white,bachelors_degree,1,23,5.625,,1
5ee53940e704230cfe9c301f,5f40844f08e4b91ce5dee945,6e5975cf-1d81-47a0-a487-7cde60912857,9,9,9,9,9,9,9,9,9,9,7,7,female,6,asian,bachelors_degree,1,21,7,2.333333333,1
